i,j,sim
49,58,0.8080335804252552
73,110,1.0
15,41,0.9208457377634232
1,86,0.5961533722593182
30,95,0.6172767912316202
49,59,0.8804957861077007
73,111,0.6392607316229686
15,42,0.52158822047074
1,87,0.7160531737151075
30,96,0.6728517136401705
49,60,0.6392607316229686
73,112,1.0
15,43,0.7160531737151075
1,88,0.8804957861077007
30,97,0.6795580792474001
49,61,0.48854435055383133
73,113,0.7200264319529204
15,44,0.628671845589605
1,89,0.8804957861077007
30,98,0.5975126489533769
49,62,0.6392607316229686
73,114,0.628671845589605
15,45,0.6984139749815836
1,90,0.652146182891977
30,99,0.5030947315771421
49,63,0.5546802267032785
73,115,0.6508410801339611
15,46,0.9199106967856712
1,91,0.5781966615257106
30,100,0.5975126489533769
49,64,0.628671845589605
73,116,0.628671845589605
15,47,0.6540296485133408
1,92,0.8804957861077007
30,101,0.5975126489533769
49,65,0.8080335804252552
73,117,1.0
15,48,0.628671845589605
1,93,0.712372212219126
30,102,0.5859590334012765
49,66,1.0
73,118,0.6358115620913256
15,49,0.628671845589605
1,94,0.6240257190359764
1,95,0.5992823087910562
49,67,0.4503410557511679
73,119,0.5427428341876338
15,50,0.7160531737151075
30,103,0.5975126489533769
1,96,0.5961533722593182
49,68,1.0
73,120,1.0
15,51,0.628671845589605
30,104,0.5975126489533769
1,97,1.0
49,69,1.0
73,121,0.6392607316229686
15,52,0.8196149041123981
30,105,0.7540997467642236
1,98,0.8804957861077007
49,70,1.0
73,122,0.5546802267032785
15,53,0.9630053580962163
30,106,0.5975126489533769
1,99,0.7610013830041973
49,71,0.5546802267032785
73,123,1.0
15,54,0.628671845589605
30,107,0.5975126489533769
1,100,0.8804957861077007
49,72,0.8724636698652974
73,124,0.6392607316229686
15,55,0.628671845589605
30,108,0.5859590334012765
1,101,0.8804957861077007
49,73,1.0
73,125,0.628671845589605
15,56,0.628671845589605
30,109,0.6795580792474001
1,102,0.8099226789404221
49,74,0.628671845589605
73,126,1.0
15,57,0.628671845589605
30,110,0.5975126489533769
1,103,0.8804957861077007
49,75,1.0
74,75,0.628671845589605
15,58,0.5395898260448496
30,111,0.6728517136401705
1,104,0.8804957861077007
49,76,0.8804957861077007
74,76,0.6587429219359824
74,77,0.628671845589605
30,112,0.5975126489533769
1,105,0.652146182891977
49,77,1.0
